cell,maximum,mean,metric,minimum,n_seeds,optimizer,standard_deviation,step
C16-d16-L2-H1-m4-ffn32,0.58984375,0.5216471354166666,function_accuracy,0.46875,12,adamw,0.03591219245910854,0
C16-d16-L2-H1-m4-ffn32,0.22030074894428253,0.151908736055096,natural_swap_mae,0.08329996466636658,12,adamw,0.04084445132560152,0
C16-d16-L2-H1-m4-ffn32,0.09837017953395844,0.05397468743224939,natural_swap_mse,0.012514961883425713,12,adamw,0.02696420786361021,0
C16-d16-L2-H1-m4-ffn32,1.1251603364944458,0.9536183824141821,ov_distractor_gain,0.8363679945468903,12,adamw,0.07318014704404845,0
C16-d16-L2-H1-m4-ffn32,0.19883136823773384,-0.05589084497963389,ov_log_target_over_distractor_gain,-0.38727517426013947,12,adamw,0.1884171650354895,0
C16-d16-L2-H1-m4-ffn32,1.0890954732894897,0.9049647102753321,ov_target_gain,0.6724216043949127,12,adamw,0.1409347691640068,0
C16-d16-L2-H1-m4-ffn32,0.25507186353206635,0.21928865710894266,qk_cancellation_fraction,0.17909053713083267,12,adamw,0.017209456024914128,0
C16-d16-L2-H1-m4-ffn32,0.043190931901335716,0.021531344250737067,qk_content_energy,0.005859247175976634,12,adamw,0.012541192498491584,0
C16-d16-L2-H1-m4-ffn32,0.03178763296455145,0.0041663904024365666,qk_content_signed,-0.017712313681840897,12,adamw,0.013561277494783627,0
C16-d16-L2-H1-m4-ffn32,0.53125,0.4876302083333333,qk_opposition_rate,0.45703125,12,adamw,0.021485720085304184,0
C16-d16-L2-H1-m4-ffn32,0.016529827378690243,0.0006622533134456413,qk_route_signed,-0.007275950629264116,12,adamw,0.005766078847576698,0
C16-d16-L2-H1-m4-ffn32,-0.06563345342874527,-0.3638331894762814,qk_suppression_log_ratio,-0.6318721771240234,12,adamw,0.1878782033267314,0
C16-d16-L2-H1-m4-ffn32,0.04831746220588684,0.004828644072404131,qk_total_signed,-0.024988263845443726,12,adamw,0.018250190324500298,0
C16-d16-L2-H1-m4-ffn32,2.1704599857330322,0.9513254662354788,risk,0.5223835706710815,12,adamw,0.5427683024868554,0
C16-d16-L2-H1-m4-ffn32,0.19638898968696594,0.015944005038666848,target_key_effect,-0.07577356696128845,12,adamw,0.07095195358528775,0
C16-d16-L2-H1-m4-ffn32,0.22355353832244873,0.01984889250403891,value_flip_effect,-0.09441018849611282,12,adamw,0.08217723523317792,0
C16-d16-L2-H1-m4-ffn32,3.1898021697998047,0.8951076784481605,walsh_bias_energy,0.06193166226148605,12,adamw,1.0372161599668415,0
C16-d16-L2-H1-m4-ffn32,0.20806485414505005,0.04778565683712562,walsh_distractor_direct_energy,0.004739248193800449,12,adamw,0.053735933474834165,0
C16-d16-L2-H1-m4-ffn32,0.024815311655402184,0.006869016195802639,walsh_interaction_energy,0.0005733335274271667,12,adamw,0.006904593107401389,0
C16-d16-L2-H1-m4-ffn32,0.2220868170261383,0.019158231172089774,walsh_target_coefficient,-0.08629986643791199,12,adamw,0.08085982652946555,0
C16-d16-L2-H1-m4-ffn32,1.190749168395996,0.9760291576385498,walsh_target_error_energy,0.6273469924926758,12,adamw,0.14803548138400702,0
C16-d16-L2-H1-m4-ffn32,4.1227641105651855,1.925791511933009,walsh_total_error_energy,1.0377824306488037,12,adamw,1.0439972713635075,0
C16-d16-L2-H1-m4-ffn32,0.4902626872062683,0.37061187252402306,attention_key_selectivity,0.035757675766944885,12,adamw,0.1314998029325598,50
