study_id,cell_id,cell_index,cell_key,seed,step,configured_steps,d_model,width,num_concepts,load,num_heads,heads,num_layers,memory_size,ffn_width,ffn,learning_rate,embedding_effective_rank,normalized_rank,embedding_coherence,function_base_accuracy,function_risk,donor_accuracy,value_flip_effect,natural_swap_mse,full_causal_gate_pass
scaling-tuned-adamw-10seeds-v1,cell-001-95e10abb0fde,1,C8-d8-L2-H4-m4-ffnnone,3,800,800,8,8,8,1,4,4,2,4,,False,0.003,2.8910863399505615,0.3613857924938202,0.8915693759918213,1.0,0.00035214819945394993,1.0,0.99883633852005,0.0005573660600930452,True
scaling-tuned-adamw-10seeds-v1,cell-001-95e10abb0fde,1,C8-d8-L2-H4-m4-ffnnone,4,800,800,8,8,8,1,4,4,2,4,,False,0.003,2.942732095718384,0.367841511964798,0.7651671171188354,1.0,0.0003387801116332412,1.0,1.0014760494232178,0.0005722064524888992,True
scaling-tuned-adamw-10seeds-v1,cell-001-95e10abb0fde,1,C8-d8-L2-H4-m4-ffnnone,5,800,800,8,8,8,1,4,4,2,4,,False,0.003,2.8196256160736084,0.35245320200920105,0.768426775932312,1.0,0.00029147148597985506,1.0,0.9997932314872742,0.0006664532702416182,True
scaling-tuned-adamw-10seeds-v1,cell-001-95e10abb0fde,1,C8-d8-L2-H4-m4-ffnnone,6,800,800,8,8,8,1,4,4,2,4,,False,0.003,3.7760732173919678,0.47200915217399597,0.8622608184814453,1.0,0.0012688401620835066,1.0,1.0003955364227295,0.002263416536152363,True
scaling-tuned-adamw-10seeds-v1,cell-001-95e10abb0fde,1,C8-d8-L2-H4-m4-ffnnone,7,800,800,8,8,8,1,4,4,2,4,,False,0.003,3.0768051147460938,0.3846006393432617,0.8497391939163208,1.0,0.00031332700746133924,1.0,1.0014162063598633,0.0004907437833026052,True
scaling-tuned-adamw-10seeds-v1,cell-001-95e10abb0fde,1,C8-d8-L2-H4-m4-ffnnone,8,800,800,8,8,8,1,4,4,2,4,,False,0.003,3.6898975372314453,0.46123719215393066,0.8215415477752686,1.0,0.00030989223159849644,1.0,0.9992860555648804,0.00040035974234342575,True
scaling-tuned-adamw-10seeds-v1,cell-001-95e10abb0fde,1,C8-d8-L2-H4-m4-ffnnone,9,800,800,8,8,8,1,4,4,2,4,,False,0.003,3.8175182342529297,0.4771897792816162,0.7145755887031555,1.0,0.00044576844084076583,1.0,0.9963580369949341,0.0008796374313533306,True
scaling-tuned-adamw-10seeds-v1,cell-002-4a3528c0206e,2,C32-d8-L2-H1-m4-ffnnone,0,800,800,8,8,32,4,1,1,2,4,,False,0.003,5.188929557800293,0.6486161947250366,0.9021087884902954,1.0,0.00012095716374460608,1.0,0.9998520612716675,0.0001816123549360782,True
scaling-tuned-adamw-10seeds-v1,cell-002-4a3528c0206e,2,C32-d8-L2-H1-m4-ffnnone,1,800,800,8,8,32,4,1,1,2,4,,False,0.003,3.977736711502075,0.4972170889377594,0.8909063935279846,1.0,0.00011978328257100657,1.0,1.0003427267074585,0.00015565760259050876,True
scaling-tuned-adamw-10seeds-v1,cell-002-4a3528c0206e,2,C32-d8-L2-H1-m4-ffnnone,2,800,800,8,8,32,4,1,1,2,4,,False,0.003,3.985027551651001,0.4981284439563751,0.9454072117805481,1.0,0.00015615412849001586,1.0,1.0011005401611328,0.0002496147935744375,True
