study_id,cell_id,cell_index,cell_key,seed,step,configured_steps,d_model,width,num_concepts,load,num_heads,heads,num_layers,memory_size,ffn_width,ffn,learning_rate,site,site_order,global_cosine,query_target_cosine,query_distractor_cosine,target_selectivity,participation_rank_normalized
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,6,0,800,8,8,32,4,4,4,2,4,,False,0.003,input_embeddings,0,0.06856782734394073,0.005872396752238274,-0.2123994529247284,0.21827185153961182,0.3042895793914795
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,6,0,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_attention_residual,1,0.17171484231948853,0.2879319190979004,0.09951472282409668,0.1884172111749649,0.3045855164527893
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,6,0,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_ffn_residual,2,0.17171484231948853,0.2879319190979004,0.09951472282409668,0.1884172111749649,0.3045855164527893
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,6,0,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_attention_residual,3,0.22718550264835358,0.25067341327667236,0.06944218277931213,0.18123124539852142,0.27453193068504333
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,6,0,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_ffn_residual,4,0.22718550264835358,0.25067341327667236,0.06944218277931213,0.18123124539852142,0.27453193068504333
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,6,800,800,8,8,32,4,4,4,2,4,,False,0.003,input_embeddings,0,0.03362177312374115,0.2587972581386566,-0.20389369130134583,0.46269094944000244,0.2988555431365967
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,6,800,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_attention_residual,1,0.013074583373963833,0.21710166335105896,-0.23197677731513977,0.44907841086387634,0.303962767124176
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,6,800,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_ffn_residual,2,0.013074583373963833,0.21710166335105896,-0.23197677731513977,0.44907841086387634,0.303962767124176
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,6,800,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_attention_residual,3,0.14459864795207977,0.805303692817688,0.0009306492283940315,0.804373025894165,0.14461712539196014
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,6,800,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_ffn_residual,4,0.14459864795207977,0.805303692817688,0.0009306492283940315,0.804373025894165,0.14461712539196014
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,7,0,800,8,8,32,4,4,4,2,4,,False,0.003,input_embeddings,0,0.19443032145500183,0.3963998854160309,0.09648821502923965,0.2999116778373718,0.28776979446411133
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,7,0,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_attention_residual,1,0.34056317806243896,0.5179570913314819,0.25853896141052246,0.25941821932792664,0.287960946559906
