arm_name,cell_id,composite_max_abs_gap,fixed_probe_risk,gauge_coordinate,prediction_max_abs_gap,raw_parameter_relative_displacement,risk_absolute_gap,role,seed,step
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,0.0,0.0004822453702315627,0.0,0.0,0.0,0.0,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,2.220446049250313e-16,0.00048224537023156265,0.25,6.661338147750939e-16,0.18642503894858894,5.421010862427522e-20,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,4.440892098500626e-16,0.00048224537023156054,0.5,1.7763568394002505e-15,0.3937509305329475,2.168404344971009e-18,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,4.440892098500626e-16,0.0004822453702315615,0.75,9.992007221626409e-16,0.642203480280177,1.1926223897340549e-18,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,2.220446049250313e-16,0.00048224537023156265,1.0,7.771561172376096e-16,0.9529747355930556,5.421010862427522e-20,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,2.220446049250313e-16,0.00048224537023156043,1.25,1.7763568394002505e-15,1.3495389796774053,2.2768245622195593e-18,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,4.440892098500626e-16,0.00048224537023156146,1.5,1.1102230246251565e-15,1.8594263197335037,1.2468324983583301e-18,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,4.440892098500626e-16,0.0004822453702315614,1.75,1.5543122344752192e-15,2.5163286993234952,1.3010426069826053e-18,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,4.440892098500626e-16,0.0004822453702315602,2.0,1.6653345369377348e-15,3.36253954712637,2.4936649967166602e-18,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,4.440892098500626e-16,0.00036597447099181735,-2.0,1.2212453270876722e-15,3.3517101206382067,1.5178830414797062e-18,gauge_flat_numerical_negative_control,101,6400
